,id95AE_PPG_A13_CAL
1736497170.81329,899.3694853400249
1736497170.81525,895.2646305276515
1736497170.8172,891.9981786625758
1736497170.81915,889.4056538561458
1736497170.82111,887.3471368620009
1736497170.82306,885.8460063824878
1736497170.82501,884.9804913131387
1736497170.8269699,884.8434396687036
1736497170.82892,885.5196420740602
1736497170.8308702,886.9870255021282
1736497170.8328202,889.1573815174381
1736497170.83478,891.9571361345744
1736497170.83673,895.2727473392963
1736497170.83868,899.0775872112489
1736497170.8406398,903.3857791004004
1736497170.84259,908.1469142998411
1736497170.84454,913.3749707744137
1736497170.8465,919.1299170168884
1736497170.84845,925.4068324797381
1736497170.8504,932.2858119224421
1736497170.85236,939.8540726118649
1736497170.85431,948.0109589272649
1736497170.85626,956.7239977397815
1736497170.8582199,965.9701707356163
1736497170.86017,975.591496863927
1736497170.8621202,985.626497341264
1736497170.8640702,996.1033245612682
1736497170.86603,1007.1106122077865
1736497170.86798,1018.5625253868724
1736497170.86993,1030.4466933490776
1736497170.8718898,1042.6991247730402
1736497170.87384,1055.0718532940682
1736497170.87579,1067.5013829657871
1736497170.87775,1080.00088659569
1736497170.8797,1092.4415282886189
1736497170.88165,1104.8823423305623
1736497170.88361,1117.3872091793737
1736497170.88556,1129.8677654547866
1736497170.88751,1142.453030401472
1736497170.8894699,1155.273070058988
1736497170.89142,1168.2607513954692
1736497170.8933702,1181.480055122035
1736497170.8953202,1194.8857997991477
1736497170.89728,1208.5051353945305
1736497170.89923,1222.1563683110355
1736497170.90118,1235.82553001748
1736497170.9031398,1249.4749198854256
1736497170.90509,1262.8637424852404
1736497170.90704,1275.9556666925375
1736497170.909,1288.766723456187
1736497170.91095,1301.155433747349
1736497170.9129,1313.1735729409968
1736497170.91486,1324.8649991828827
1736497170.91681,1336.0730800374981
1736497170.91876,1346.8069146809778
1736497170.9207199,1357.0643720473927
1736497170.92267,1366.6946687705188
1736497170.9246202,1375.7471649673735
1736497170.9265702,1384.2445878425697
1736497170.92853,1392.2521983915867
1736497170.93048,1399.7118752933352
1736497170.93243,1406.6405724360618
1736497170.9343898,1413.0137669881403
1736497170.93634,1418.7130097406948
1736497170.93829,1423.7170661436094
1736497170.94025,1428.0192058988457
1736497170.9422,1431.5666354417212
1736497170.94415,1434.3731027928955
1736497170.94611,1436.4426516085102
1736497170.94806,1437.8084322909979
1736497170.95001,1438.5757125652287
1736497170.9519699,1438.8381429418291
1736497170.95392,1438.678282368019
1736497170.9558702,1438.0787478721188
1736497170.9578202,1436.9505768596637
1736497170.95978,1435.1929126816583
1736497170.96173,1432.7429613882086
1736497170.96368,1429.6390396796392
1736497170.9656398,1425.990450950424
1736497170.96759,1421.963715888708
1736497170.96954,1417.6626528654026
1736497170.9715,1413.0587614147537
1736497170.97345,1408.1111411820266
1736497170.9754,1402.7096654471675
1736497170.97736,1396.7428273567464
1736497170.97931,1390.2925196266535
1736497170.98126,1383.4167448908972
1736497170.9832199,1376.166846098608
1736497170.98517,1368.6964309688537
1736497170.9871202,1360.962144025103
1736497170.9890702,1352.9005790172182
1736497170.99103,1344.4009781930945
1736497170.99298,1335.4898972167407
1736497170.99493,1326.1691408571223
1736497170.9968898,1316.5001090983428
1736497170.99884,1306.6899093496977
1736497171.00079,1296.8009960333031
1736497171.00275,1286.8445591992595
1736497171.0047,1276.9518620699116
1736497171.00665,1267.104529447578
1736497171.00861,1257.2843950286797
1736497171.01056,1247.6294593411876
1736497171.01251,1238.1306209319762
1736497171.0144699,1228.7831803641134
1736497171.01642,1219.7167238420125
1736497171.0183702,1210.8565182168336
1736497171.0203202,1202.136663635527
1736497171.02228,1193.4439654934313
1736497171.02423,1184.8073016720462
1736497171.02618,1176.261450365689
1736497171.0281398,1167.9341038328396
1736497171.03009,1160.078023233199
1736497171.03204,1152.8052714417636
1736497171.034,1146.0238465022394
1736497171.03595,1139.6027427923839
1736497171.0379,1133.3066651727786
1736497171.03986,1126.9191764718896
1736497171.04181,1120.52474986327
1736497171.04376,1114.2437718627293
1736497171.0457199,1108.2020787221147
1736497171.04767,1102.604340601337
1736497171.0496202,1097.4265597921199
1736497171.0515702,1092.5872436075567
1736497171.05353,1087.9788749500688
1736497171.05548,1083.5721936137984
1736497171.05743,1079.383280303034
1736497171.0593898,1075.5093950640305
1736497171.06134,1072.10619911733
1736497171.06329,1069.2605124559284
1736497171.06525,1066.938832548232
1736497171.0672,1065.0557845726566
1736497171.06915,1063.488929739881
1736497171.07111,1062.1263329155568
1736497171.07306,1060.9273053465547
1736497171.07501,1059.8636773539668
1736497171.0769699,1058.910778785417
1736497171.07892,1058.0548378728404
1736497171.0808702,1057.2310796054264
1736497171.0828202,1056.3558787341462
1736497171.08478,1055.3393312443843
1736497171.08673,1054.1116874703712
1736497171.08868,1052.6456247263136
1736497171.0906398,1050.947182216611
1736497171.09259,1049.048844629265
1736497171.09454,1046.9623646493617
1736497171.0965,1044.737606838138
1736497171.09845,1042.4864282428946
1736497171.1004,1040.2877647277155
1736497171.10236,1038.2122038862806
1736497171.10431,1036.2532994013593
1736497171.10626,1034.3010792745433
1736497171.1082199,1032.244683559581
1736497171.11017,1030.0136586861197
1736497171.1121202,1027.6236978559282
1736497171.1140702,1025.178550264794
1736497171.11603,1022.7707578016992
1736497171.11798,1020.5223439114944
1736497171.11993,1018.4345328096939
1736497171.1218898,1016.4553482301227
1736497171.12384,1014.5607962055492
1736497171.12579,1012.7031610172253
1736497171.12775,1010.8992112794887
1736497171.1297,1009.2352452343542
1736497171.13165,1007.7708252291584
1736497171.13361,1006.5648035337575
1736497171.13556,1005.6395589653495
1736497171.13751,1004.9624409891001
1736497171.1394699,1004.5053015099527
1736497171.14142,1004.2459375506847
1736497171.1433702,1004.1515807476018
1736497171.1453202,1004.1901116942063
1736497171.14728,1004.3302283735879
1736497171.14923,1004.5373991865665
1736497171.15118,1004.7691924516353
1736497171.1531398,1004.9770263218404
1736497171.15509,1005.1090388830795
1736497171.15704,1005.1234984106771
1736497171.159,1005.0587484552752
1736497171.16095,1005.0085649608304
1736497171.1629,1005.0664526271248
1736497171.16486,1005.3211107803554
1736497171.16681,1005.7737412964759
1736497171.16876,1006.3741201365432
1736497171.1707199,1007.0739878784118
1736497171.17267,1007.8188723907742
1736497171.1746202,1008.6207710088298
1736497171.1765702,1009.5251361545314
1736497171.17853,1010.584101670316
1736497171.18048,1011.8251314355547
1736497171.18243,1013.1886772477852
1736497171.1843898,1014.5490649393544
1736497171.18634,1015.7588729453944
1736497171.18829,1016.7044284960139
1736497171.19025,1017.4274604103002
1736497171.1922,1018.0647908119635
1736497171.19415,1018.7657852679087
1736497171.19611,1019.6723741287655
1736497171.19806,1020.8075167626888
1736497171.20001,1022.1383724688094
1736497171.2019699,1023.6346950194941
1736497171.20392,1025.245539954966
1736497171.2058702,1026.9687043486222
1736497171.2078202,1028.8117085946726
1736497171.20978,1030.7932289963173
1736497171.21173,1032.9112925653856
1736497171.21368,1035.307923105784
1736497171.2156398,1038.207678446158
1736497171.21759,1041.7928834160798
1736497171.21954,1046.2777010272257
1736497171.2215,1051.798890101011
1736497171.22345,1058.3443191678814
1736497171.2254,1065.9806017947164
1736497171.22736,1074.8033118843603
1736497171.22931,1084.8401838289517
1736497171.23126,1096.2968166544506
1736497171.2332199,1109.4071401622018
1736497171.23517,1124.1973546699135
1736497171.2371202,1140.7907055201104
1736497171.2390702,1159.1789959672562
1736497171.24103,1179.4645216145814
1736497171.24298,1201.44260531385
1736497171.24493,1225.2437533745986
1736497171.2468898,1251.0592901364816
1736497171.24884,1278.6936089088542
1736497171.25079,1308.3151239212675
1736497171.25275,1340.0566991809544
1736497171.2547,1373.5117258351486
1736497171.25665,1408.7431024292764
1736497171.25861,1445.8523145058489
1736497171.26056,1484.3474815041436
1736497171.26251,1524.2885470333927
1736497171.2644699,1565.7598340041914
1736497171.26642,1608.218407099082
1736497171.2683702,1651.7074315307175
1736497171.2703202,1696.025769938326
1736497171.27228,1741.2144408286179
1736497171.27423,1786.635913961915
1736497171.27618,1832.388300938148
1736497171.2781398,1878.616678963035
1736497171.28009,1924.7799229873572
1736497171.28204,1970.9986828850235
1736497171.284,2017.2552879047641
1736497171.28595,2062.731178316824
1736497171.2879,2107.300388023024
1736497171.28986,2150.840834762265
1736497171.29181,2192.7657468553853
1736497171.29376,2233.2913817824756
1736497171.2957199,2272.6028913157593
1736497171.29767,2310.2855669187093
1736497171.2996202,2346.338220663308
1736497171.3015702,2380.425862817473
1736497171.30353,2412.3777809904313
1736497171.30548,2441.56106641548
1736497171.30743,2468.0155511064077
1736497171.3093898,2491.851874760368
1736497171.31134,2512.8354701380395
1736497171.31329,2531.080462677289
1736497171.31525,2546.5649910230827
1736497171.3172,2558.9811199151327
1736497171.31915,2568.259436097115
1736497171.32111,2574.282148097187
1736497171.32306,2577.0144332008012
1736497171.32501,2576.63205923022
1736497171.3269699,2573.2493015407417
1736497171.32892,2567.032816877982
1736497171.3308702,2558.031213206406
1736497171.3328202,2546.257750310546
1736497171.33478,2531.6418804716404
1736497171.33673,2514.346702181467
1736497171.33868,2494.4086937608404
1736497171.3406398,2471.868430440718
1736497171.34259,2447.1082452605337
1736497171.34454,2420.1883607353634
1736497171.3465,2391.1229209926273
1736497171.34845,2360.373442978896
1736497171.3504,2327.9707405538657
1736497171.35236,2293.906315115118
1736497171.35431,2258.675534094202
1736497171.35626,2222.23994647769
1736497171.3582199,2184.5407033578367
1736497171.36017,2146.087331158275
1736497171.3621202,2106.8374290090505
1736497171.3640702,2066.958451364121
1736497171.36603,2026.4004405915662
1736497171.36798,1985.7258716339497
1736497171.36993,1944.8810849446718
1736497171.3718898,1903.8025355491184
1736497171.37384,1863.036698328192
1736497171.37579,1822.5309139698513
1736497171.37775,1782.237648373
1736497171.3797,1742.7265041290955
1736497171.38165,1703.9624589768794
1736497171.38361,1665.9075867832073
1736497171.38556,1628.9470558213036
1736497171.38751,1592.7763916544354
1736497171.3894699,1557.1097954286486
1736497171.39142,1522.2063401336275
1736497171.3933702,1487.9448423069448
1736497171.3953202,1454.5014117337578
1736497171.39728,1421.8814647031472
1736497171.39923,1390.5725199575797
1736497171.40118,1360.4717452868142
1736497171.4031398,1331.4342102426274
1736497171.40509,1303.7419691294267
1736497171.40704,1277.2491217402137
1736497171.409,1251.8170285885287
1736497171.41095,1227.683774607535
1736497171.4129,1204.7039239282285
1736497171.41486,1182.7503678500511
1736497171.41681,1162.0030759286158
1736497171.41876,1142.285466803042
1736497171.4207199,1123.4440590155161
1736497171.42267,1105.6095180069533
1736497171.4246202,1088.6843027651805
1736497171.4265702,1072.7117354136785
1736497171.42853,1057.6570162243208
1736497171.43048,1043.7043512278824
1736497171.43243,1030.7374823832522
1736497171.4343898,1018.6113067983399
1736497171.43634,1007.3575074802898
1736497171.43829,996.8312157720953
1736497171.44025,986.9301574358992
1736497171.4422,977.7209878063264
1736497171.44415,969.1210590642786
1736497171.44611,961.0610813053082
1736497171.44806,953.6183245945525
1736497171.45001,946.7612423134301
1736497171.4519699,940.4713521121191
1736497171.45392,934.8213288426916
1736497171.4558702,929.7695687317537
1736497171.4578202,925.297211537384
1736497171.45978,921.3650487139897
1736497171.46173,917.9963390479556
1736497171.46368,915.2076054288245
1736497171.4656398,913.0628331631534
1736497171.46759,911.6571587929834
1736497171.46954,911.0453897632265
1736497171.4715,911.2159376564799
1736497171.47345,912.0991038667763
1736497171.4754,913.6251691144101
1736497171.47736,915.7439198242325
1736497171.47931,918.4458650841527
1736497171.48126,921.8016716168144
1736497171.4832199,925.8957943790931
1736497171.48517,930.7385016036536
1736497171.4871202,936.2637411432034
1736497171.4890702,942.2945158801516
1736497171.49103,948.6866273486751
1736497171.49298,955.214552133381
1736497171.49493,961.9443280610204
1736497171.4968898,969.077409638673
1736497171.49884,976.7113148083756
1736497171.50079,985.0340599497249
1736497171.50275,994.1081105271336
1736497171.5047,1003.7640167656343
1736497171.50665,1013.9650708727909
1736497171.50861,1024.6912671035973
1736497171.51056,1035.809333447465
1736497171.51251,1047.3838666149315
1736497171.5144699,1059.487970762543
1736497171.51642,1072.0043661948398
1736497171.5183702,1084.8992683881013
1736497171.5203202,1098.0099744310628
1736497171.52228,1111.243221100254
1736497171.52423,1124.3169317652034
1736497171.52618,1137.2841170112936
1736497171.5281398,1150.2871431463664
1736497171.53009,1163.2772915849985
1736497171.53204,1176.3842651609646
1736497171.534,1189.6100024592765
1736497171.53595,1202.6679198522063
1736497171.5379,1215.468396366371
1736497171.53986,1227.9317765420856
1736497171.54181,1239.9499940107987
1736497171.54376,1251.7134674295517
1736497171.5457199,1263.4078710876686
1736497171.54767,1275.0319718669489
1736497171.5496202,1286.6090852381815
1736497171.5515702,1297.9992711445902
1736497171.55353,1309.119475061357
1736497171.55548,1319.7263999046497
1736497171.55743,1329.8304641321683
1736497171.5593898,1339.4895457979937
1736497171.56134,1348.6203589797876
1736497171.56329,1357.2825157445395
1736497171.56525,1365.5358355667797
1736497171.5672,1373.3207556763691
1736497171.56915,1380.7022960190568
1736497171.57111,1387.735333993974
1736497171.57306,1394.3338538098708
1736497171.57501,1400.4982331767394
1736497171.5769699,1406.2188518086418
1736497171.57892,1411.403032559292
1736497171.5808702,1416.0631663803294
1736497171.5828202,1420.191866643118
1736497171.58478,1423.8003400339092
1736497171.58673,1426.8430869139347
1736497171.58868,1429.2884731809274
1736497171.5906398,1431.0650317674383
1736497171.59259,1432.075789140267
1736497171.59454,1432.2645713989245
1736497171.5965,1431.7109969849628
1736497171.59845,1430.604760097317
1736497171.6004,1429.1299807606151
1736497171.60236,1427.4487909444886
1736497171.60431,1425.579411957123
1736497171.60626,1423.4025569273176
1736497171.6082199,1420.7909458250545
1736497171.61017,1417.6620929579917
1736497171.6121202,1413.9552378749531
1736497171.6140702,1409.662453792558
1736497171.61603,1404.7491895457838
1736497171.61798,1399.2603535689186
1736497171.61993,1393.2177706667383
1736497171.6218898,1386.6649515567192
1736497171.62384,1379.7445632857246
