timestamp,Elapsed Time (s)
1736492343.0040047,0.07349777221679688
1736492343.082364,0.1518571376800537
1736492343.0996108,0.16910386085510254
1736492343.132646,0.20213913917541504
1736492343.1634912,0.23298430442810059
1736492343.213356,0.2828490734100342
1736492343.246497,0.31598997116088867
1736492343.2754524,0.34494543075561523
1736492343.3076248,0.3771178722381592
1736492343.3389163,0.40840935707092285
1736492343.3711631,0.4406561851501465
1736492343.4030075,0.4725005626678467
1736492343.4350712,0.5045642852783203
1736492343.4686875,0.5381805896759033
1736492343.5838943,0.6533873081207275
1736492343.6130102,0.6825032234191895
1736492343.6442142,0.7137072086334229
1736492343.6758971,0.7453901767730713
1736492343.7074564,0.776949405670166
1736492343.7391286,0.8086216449737549
1736492343.7711406,0.8406336307525635
1736492343.8031006,0.8725936412811279
1736492343.835038,0.9045310020446777
1736492343.8671525,0.9366455078125
1736492343.8996487,0.9691417217254639
1736492343.9313269,1.0008199214935303
1736492343.9637458,1.0332388877868652
1736492344.0110571,1.080550193786621
1736492344.0440893,1.1135823726654053
1736492344.0753803,1.1448733806610107
1736492344.1070428,1.1765358448028564
1736492344.1390338,1.208526849746704
1736492344.1713648,1.2408578395843506
1736492344.203182,1.2726750373840332
1736492344.2349648,1.3044579029083252
1736492344.2674403,1.3369333744049072
1736492344.2994113,1.3689043521881104
1736492344.3316991,1.4011921882629395
1736492344.3635032,1.4329962730407715
1736492344.4118335,1.4813265800476074
1736492344.4439073,1.5134003162384033
1736492344.4758646,1.5453577041625977
1736492344.507926,1.5774190425872803
1736492344.5399756,1.609468698501587
1736492344.5718567,1.6413497924804688
1736492344.6039524,1.673445463180542
1736492344.6358316,1.705324649810791
1736492344.668014,1.7375071048736572
1736492344.7004292,1.7699222564697266
1736492344.73269,1.8021831512451172
1736492344.7644749,1.833967924118042
1736492344.8113112,1.8808043003082275
1736492344.8434591,1.912952184677124
1736492344.8753207,1.9448137283325195
1736492344.9073615,1.9768545627593994
1736492344.9393709,2.008863925933838
1736492344.971352,2.0408451557159424
1736492345.0033915,2.0728845596313477
1736492345.0357726,2.1052656173706055
1736492345.0677469,2.137239933013916
1736492345.0999591,2.16945219039917
1736492345.1319084,2.201401472091675
1736492345.1638465,2.233339548110962
1736492345.212308,2.2818009853363037
1736492345.2439816,2.313474655151367
1736492345.2755833,2.345076322555542
1736492345.3072941,2.3767871856689453
1736492345.3397622,2.409255266189575
1736492345.3719196,2.4414126873016357
1736492345.403731,2.47322416305542
1736492345.435209,2.504702091217041
1736492345.4671702,2.536663293838501
1736492345.4990358,2.568528890609741
1736492345.5313675,2.600860595703125
1736492345.5630457,2.6325387954711914
1736492345.6109326,2.6804256439208984
1736492345.6434314,2.7129244804382324
1736492345.6758986,2.745391607284546
1736492345.7074044,2.776897430419922
1736492345.739366,2.80885910987854
1736492345.7715352,2.8410282135009766
1736492345.8038738,2.8733668327331543
1736492345.8358495,2.9053425788879395
1736492345.867829,2.9373221397399902
1736492345.9005578,2.970050811767578
1736492345.9324474,3.0019404888153076
1736492345.963971,3.033463954925537
1736492346.012072,3.0815651416778564
1736492346.044323,3.113816022872925
1736492346.075528,3.1450209617614746
1736492346.1071038,3.1765968799591064
1736492346.1393623,3.208855390548706
1736492346.1712763,3.240769386291504
1736492346.2036116,3.273104667663574
1736492346.2354236,3.3049166202545166
1736492346.267599,3.337092161178589
1736492346.2994633,3.3689563274383545
1736492346.3315198,3.401012897491455
1736492346.3693628,3.4388558864593506
1736492346.4125063,3.481999397277832
1736492346.4440942,3.513587236404419
1736492346.4763143,3.545807361602783
1736492346.5076847,3.5771777629852295
1736492346.5399754,3.609468460083008
1736492346.5718021,3.6412951946258545
1736492346.6039906,3.6734836101531982
1736492346.6359298,3.705422878265381
1736492346.6673138,3.736806869506836
1736492346.699193,3.768686056137085
1736492346.7312415,3.800734519958496
1736492346.7631238,3.8326168060302734
1736492346.8112054,3.8806984424591064
1736492346.8444557,3.9139487743377686
1736492346.8757882,3.9452812671661377
1736492346.9080832,3.97757625579834
1736492346.9394891,4.008982181549072
1736492346.971188,4.0406811237335205
1736492347.0034606,4.072953701019287
1736492347.0354438,4.104936838150024
1736492347.0672622,4.1367552280426025
1736492347.0993135,4.168806552886963
1736492347.1311095,4.2006025314331055
1736492347.163098,4.232591152191162
1736492347.2128704,4.282363414764404
1736492347.2456498,4.315142869949341
1736492347.276221,4.345714092254639
1736492347.3074117,4.376904726028442
1736492347.3437319,4.413224935531616
1736492347.3745618,4.444054841995239
1736492347.405842,4.475335121154785
1736492347.4381616,4.507654666900635
1736492347.4731636,4.542656660079956
1736492347.4998868,4.569379806518555
1736492347.53484,4.604333162307739
1736492347.5709958,4.640488862991333
1736492347.6183486,4.6878416538238525
1736492347.6441753,4.713668346405029
1736492347.6830604,4.752553462982178
1736492347.7089498,4.778442859649658
1736492347.7450585,4.814551591873169
1736492347.7758167,4.845309734344482
1736492347.8042927,4.873785734176636
1736492347.84151,4.911003112792969
1736492347.8685331,4.938026189804077
1736492347.9042444,4.973737478256226
1736492347.9349697,5.004462718963623
1736492347.970191,5.039684057235718
1736492348.0172899,5.086782932281494
1736492348.0485997,5.118092775344849
1736492348.0834582,5.152951240539551
1736492348.1093485,5.178841590881348
1736492348.1450646,5.214557647705078
1736492348.1765609,5.24605393409729
1736492348.2048092,5.274302244186401
1736492348.235601,5.305094003677368
1736492348.2676873,5.3371803760528564
1736492348.2995543,5.369047403335571
1736492348.3317447,5.401237726211548
1736492348.3637187,5.433211803436279
1736492348.4123318,5.48182487487793
1736492348.4455922,5.515085220336914
1736492348.476438,5.545931100845337
1736492348.5078843,5.5773773193359375
