"sep=	"
id95AE_Timestamp_Unix_CAL	id95AE_GSR_Range_CAL	id95AE_GSR_Skin_Conductance_CAL	id95AE_GSR_Skin_Resistance_CAL	id95AE_PPG_A13_CAL	
ms	no_units	uS	kOhms	mV	
1736497141663.57	0.0	2.5359	394.337316140226	0.0	
1736497141671.39	0.0	2.5359	394.337316140226	0.0	
1736497141679.2	0.0	2.5359	394.337316140226	0.0	
1736497141687.01	0.0	2.5359	394.337316140226	0.0	
1736497141694.82	0.0	2.5359	394.337316140226	0.0	
1736497141702.64	0.0	2.5359	394.337316140226	0.0	
1736497141710.45	0.0	2.5359	394.337316140226	0.0	
1736497141718.26	0.0	2.5359	394.337316140226	0.0	
1736497141726.07	1.0	1.4162	706.114955514758	0.0	
1736497141733.89	1.0	1.4162	706.114955514758	0.0	
1736497141741.7	1.0	1.4162	706.114955514758	0.0	
1736497141749.51	1.0	1.4162	706.114955514758	0.0	
1736497141757.32	1.0	1.4162	706.114955514758	0.0	
1736497141765.14	1.0	1.4162	706.114955514758	0.0	
1736497141772.95	1.0	1.4162	706.114955514758	0.0	
1736497141780.76	1.0	1.4162	706.114955514758	0.0	
1736497141788.57	1.0	1.4162	706.114955514758	0.0	
1736497141796.39	1.0	1.4162	706.114955514758	0.0	
1736497141804.2	1.0	1.4162	706.114955514758	0.0	
1736497141812.01	2.0	1.2262	815.527646387212	0.0	
1736497141819.82	2.0	1.2262	815.527646387212	0.0	
1736497141827.64	2.0	1.2262	815.527646387212	0.0	
1736497141835.45	2.0	1.2262	815.527646387212	0.0	
1736497141843.26	2.0	1.2262	815.527646387212	0.0	
1736497141851.07	2.0	1.2262	815.527646387212	0.0	
1736497141858.89	2.0	1.2262	815.527646387212	0.0	
1736497141866.7	2.0	1.2262	815.527646387212	0.0	
1736497141874.51	2.0	1.2262	815.527646387212	0.0	
1736497141882.32	2.0	1.2262	815.527646387212	0.0	
1736497141890.14	2.0	1.2262	815.527646387212	0.0	
1736497141897.95	3.0	1.2405714	806.080165962233	0.0	
1736497141905.76	3.0	1.2382924	807.563706278097	0.0	
1736497141913.57	3.0	1.2419388	805.192655225845	0.0	
1736497141921.39	3.0	1.2373808	808.15865253445	0.0	
1736497141929.2	3.0	1.2423946	804.897252451033	0.0	
1736497141937.01	3.0	1.236925	808.456454514219	0.0	
1736497141944.82	3.0	1.2428504	804.602066346843	0.0	
1736497141952.64	3.0	1.236925	808.456454514219	0.0	
1736497141960.45	3.0	1.2433062	804.307096674978	0.0	
1736497141968.26	3.0	1.2378366	807.861069869804	0.0	
1736497141976.07	3.0	1.2433062	804.307096674978	0.0	
1736497141983.89	3.0	1.2387482	807.266561517506	0.0	
1736497141991.7	3.0	1.2428504	804.602066346843	0.0	
1736497141999.51	3.0	1.2405714	806.080165962233	0.0	
1736497142007.32	3.0	1.2419388	805.192655225845	0.0	
1736497142015.14	3.0	1.2419388	805.192655225845	0.0	
1736497142022.95	3.0	1.2410272	805.784111742273	0.0	
1736497142030.76	3.0	1.2428504	804.602066346843	0.0	
1736497142038.57	3.0	1.239204	806.969635346561	0.0	
1736497142046.39	3.0	1.243762	804.012343197493	0.0	
1736497142054.2	3.0	1.2382924	807.563706278097	0.0	
1736497142062.01	3.0	1.243762	804.012343197493	0.0	
1736497142069.82	3.0	1.2373808	808.15865253445	0.0	
1736497142077.64	3.0	1.2442178	803.717805676788	0.0	
1736497142085.45	3.0	1.2378366	807.861069869804	0.0	
1736497142093.26	3.0	1.2442178	803.717805676788	0.0	
1736497142101.07	3.0	1.2387482	807.266561517506	0.0	
1736497142108.89	3.0	1.2433062	804.307096674978	0.0	
1736497142116.7	3.0	1.2401156	806.376437809507	0.0	
1736497142124.51	3.0	1.2428504	804.602066346843	0.0	
1736497142132.32	3.0	1.241483	805.488274909926	0.0	
1736497142140.14	3.0	1.2419388	805.192655225845	0.0	
1736497142147.95	3.0	1.2428504	804.602066346843	0.0	
1736497142155.76	3.0	1.2405714	806.080165962233	0.0	
1736497142163.57	3.0	1.243762	804.012343197493	0.0	
1736497142171.39	3.0	1.239204	806.969635346561	0.0	
1736497142179.2	3.0	1.2442178	803.717805676788	0.0	
1736497142187.01	3.0	1.2382924	807.563706278097	0.0	
1736497142194.82	3.0	1.2442178	803.717805676788	0.0	
1736497142202.64	3.0	1.2378366	807.861069869804	0.0	
1736497142210.45	3.0	1.2446736	803.423483875612	0.0	
1736497142218.26	3.0	1.2382924	807.563706278097	0.0	
1736497142226.07	3.0	1.2442178	803.717805676788	0.0	
1736497142233.89	3.0	1.2396598	806.672927524148	0.0	
1736497142241.7	3.0	1.2433062	804.307096674978	0.0	
1736497142249.51	3.0	1.2410272	805.784111742273	0.0	
1736497142257.32	3.0	1.2428504	804.602066346843	0.0	
1736497142265.14	3.0	1.2428504	804.602066346843	0.0	
1736497142272.95	3.0	1.2419388	805.192655225845	0.0	
1736497142280.76	3.0	1.2433062	804.307096674978	0.0	
1736497142288.57	3.0	1.2401156	806.376437809507	0.0	
1736497142296.39	3.0	1.2442178	803.717805676788	0.0	
1736497142304.2	3.0	1.2387482	807.266561517506	0.0	
1736497142312.01	3.0	1.2446736	803.423483875612	0.0	
1736497142319.82	3.0	1.2382924	807.563706278097	0.0	
1736497142327.64	3.0	1.2446736	803.423483875612	0.0	
1736497142335.45	3.0	1.2382924	807.563706278097	0.0	
1736497142343.26	3.0	1.2446736	803.423483875612	0.0	
1736497142351.07	3.0	1.239204	806.969635346561	0.0	
1736497142358.89	3.0	1.2442178	803.717805676788	0.0	
1736497142366.7	3.0	1.2410272	805.784111742273	0.0	
1736497142374.51	3.0	1.2433062	804.307096674978	0.0	
1736497142382.32	3.0	1.2423946	804.897252451033	0.0	
1736497142390.14	3.0	1.2423946	804.897252451033	0.0	
1736497142397.95	3.0	1.243762	804.012343197493	0.0	
1736497142405.76	3.0	1.2410272	805.784111742273	0.0	
1736497142413.57	3.0	1.2442178	803.717805676788	0.0	
1736497142421.39	3.0	1.2396598	806.672927524148	0.0	
1736497142429.2	3.0	1.2442178	803.717805676788	0.0	
1736497142437.01	3.0	1.2387482	807.266561517506	0.0	
1736497142444.82	3.0	1.2446736	803.423483875612	0.0	
1736497142452.64	3.0	1.2387482	807.266561517506	0.0	
1736497142460.45	3.0	1.2451294	803.129377557064	0.0	
1736497142468.26	3.0	1.2396598	806.672927524148	0.0	
1736497142476.07	3.0	1.2451294	803.129377557064	0.0	
1736497142483.89	3.0	1.2405714	806.080165962233	0.0	
