"sep=	"
id95AE_Timestamp_Unix_CAL	id95AE_GSR_Range_CAL	id95AE_GSR_Skin_Conductance_CAL	id95AE_GSR_Skin_Resistance_CAL	id95AE_PPG_A13_CAL	
ms	no_units	uS	kOhms	mV	
1732001293853.79	0.0	56.5463	17.6846230434175	1601.4652014652	
1732001293861.6	0.0	2.3121	432.507244496345	0.0	
1732001293869.42	0.0	2.3121	432.507244496345	0.0	
1732001293877.23	0.0	2.3121	432.507244496345	0.0	
1732001293885.04	0.0	2.3121	432.507244496345	0.0	
1732001293892.85	0.0	2.3121	432.507244496345	0.0	
1732001293900.67	0.0	2.3121	432.507244496345	0.0	
1732001293908.48	0.0	2.3121	432.507244496345	0.0	
1732001293916.29	0.0	2.3121	432.507244496345	0.0	
1732001293924.1	0.0	2.3121	432.507244496345	0.0	
1732001293931.92	0.0	2.3121	432.507244496345	0.0	
1732001293939.73	0.0	2.3121	432.507244496345	0.0	
1732001293947.54	1.0	2.102	475.737392959087	0.0	
1732001293955.35	1.0	2.102	475.737392959087	0.0	
1732001293963.17	1.0	2.102	475.737392959087	0.0	
1732001293970.98	1.0	2.102	475.737392959087	0.0	
1732001293978.79	1.0	2.102	475.737392959087	0.0	
1732001293986.6	1.0	2.102	475.737392959087	0.0	
1732001293994.42	1.0	2.102	475.737392959087	0.0	
1732001294002.23	1.0	2.102	475.737392959087	0.0	
1732001294010.04	1.0	2.102	475.737392959087	0.0	
1732001294017.85	1.0	2.102	475.737392959087	0.0	
1732001294025.67	1.0	2.102	475.737392959087	0.0	
1732001294033.48	2.0	1.8907	528.90463849368	0.0	
1732001294041.29	2.0	1.8907	528.90463849368	0.0	
1732001294049.1	2.0	1.8922	528.485360955502	0.0	
1732001294056.92	2.0	1.8922	528.485360955502	0.0	
1732001294064.73	2.0	1.8937	528.066747636901	0.0	
1732001294072.54	2.0	1.8922	528.485360955502	0.0	
1732001294080.35	2.0	1.8967	527.231507354879	0.0	
1732001294088.17	2.0	1.8922	528.485360955502	0.0	
1732001294095.98	2.0	1.8967	527.231507354879	0.0	
1732001294103.79	2.0	1.8937	528.066747636901	0.0	
1732001294111.6	2.0	1.8967	527.231507354879	0.0	
1732001294119.42	2.0	1.8952	527.648796960743	0.0	
1732001294127.23	2.0	1.8967	527.231507354879	0.0	
1732001294135.04	2.0	1.8952	527.648796960743	0.0	
1732001294142.85	2.0	1.8967	527.231507354879	0.0	
1732001294150.67	2.0	1.8967	527.231507354879	0.0	
1732001294158.48	2.0	1.8952	527.648796960743	0.0	
1732001294166.29	2.0	1.8982	526.814877252134	0.0	
1732001294174.1	2.0	1.8952	527.648796960743	0.0	
1732001294181.92	2.0	1.8982	526.814877252134	0.0	
1732001294189.73	2.0	1.8952	527.648796960743	0.0	
1732001294197.54	2.0	1.8997	526.398905090278	0.0	
1732001294205.35	2.0	1.8967	527.231507354879	0.0	
1732001294213.17	2.0	1.8997	526.398905090278	0.0	
1732001294220.98	2.0	1.8967	527.231507354879	0.0	
1732001294228.79	2.0	1.8997	526.398905090278	0.0	
1732001294236.6	2.0	1.8967	527.231507354879	0.0	
1732001294244.42	2.0	1.8997	526.398905090278	0.0	
1732001294252.23	2.0	1.8982	526.814877252134	0.0	
1732001294260.04	2.0	1.8997	526.398905090278	0.0	
1732001294267.85	2.0	1.8997	526.398905090278	0.0	
1732001294275.67	2.0	1.8997	526.398905090278	0.0	
1732001294283.48	2.0	1.9012	525.983589312014	0.0	
1732001294291.29	2.0	1.8982	526.814877252134	0.0	
1732001294299.1	2.0	1.9012	525.983589312014	0.0	
1732001294306.92	2.0	1.8982	526.814877252134	0.0	
1732001294314.73	2.0	1.9027	525.568928364955	0.0	
1732001294322.54	2.0	1.8982	526.814877252134	0.0	
1732001294330.35	2.0	1.9027	525.568928364955	0.0	
1732001294338.17	2.0	1.8997	526.398905090278	0.0	
1732001294345.98	2.0	1.9042	525.154920701607	0.0	
1732001294353.79	2.0	1.9012	525.983589312014	0.0	
1732001294361.6	2.0	1.9042	525.154920701607	0.0	
1732001294369.42	2.0	1.9027	525.568928364955	0.0	
1732001294377.23	2.0	1.9042	525.154920701607	0.0	
1732001294385.04	2.0	1.9042	525.154920701607	0.0	
1732001294392.85	2.0	1.9042	525.154920701607	0.0	
1732001294400.67	2.0	1.9042	525.154920701607	0.0	
1732001294408.48	2.0	1.9042	525.154920701607	0.0	
1732001294416.29	2.0	1.9057	524.741564779346	0.0	
1732001294424.1	2.0	1.9042	525.154920701607	0.0	
1732001294431.92	2.0	1.9057	524.741564779346	0.0	
1732001294439.73	2.0	1.9027	525.568928364955	0.0	
1732001294447.54	2.0	1.9072	524.328859060403	0.0	
1732001294455.35	2.0	1.9042	525.154920701607	0.0	
1732001294463.17	2.0	1.9087	523.91680201184	0.0	
1732001294470.98	2.0	1.9042	525.154920701607	0.0	
1732001294478.79	2.0	1.9087	523.91680201184	0.0	
1732001294486.6	2.0	1.9057	524.741564779346	0.0	
1732001294494.42	2.0	1.9087	523.91680201184	0.0	
1732001294502.23	2.0	1.9072	524.328859060403	0.0	
1732001294510.04	2.0	1.9087	523.91680201184	0.0	
1732001294517.85	2.0	1.9087	523.91680201184	0.0	
1732001294525.67	2.0	1.9072	524.328859060403	0.0	
1732001294533.48	2.0	1.9087	523.91680201184	0.0	
1732001294541.29	2.0	1.9057	524.741564779346	0.0	
1732001294549.1	2.0	1.9087	523.91680201184	0.0	
1732001294556.92	2.0	1.9057	524.741564779346	0.0	
1732001294564.73	2.0	1.9087	523.91680201184	0.0	
1732001294572.54	2.0	1.9057	524.741564779346	0.0	
1732001294580.35	2.0	1.9087	523.91680201184	0.0	
1732001294588.17	2.0	1.9057	524.741564779346	0.0	
1732001294595.98	2.0	1.9102	523.505392105539	0.0	
1732001294603.79	2.0	1.9057	524.741564779346	0.0	
1732001294611.6	2.0	1.9102	523.505392105539	0.0	
1732001294619.42	2.0	1.9072	524.328859060403	0.0	
1732001294627.23	2.0	1.9087	523.91680201184	0.0	
1732001294635.04	2.0	1.9087	523.91680201184	0.0	
1732001294642.85	2.0	1.9072	524.328859060403	0.0	
1732001294650.67	2.0	1.9072	524.328859060403	0.0	
1732001294658.48	2.0	1.9072	524.328859060403	0.0	
1732001294666.29	2.0	1.9087	523.91680201184	0.0	
1732001294674.1	2.0	1.9072	524.328859060403	0.0	
1732001294681.92	2.0	1.9102	523.505392105539	0.0	
1732001294689.73	2.0	1.9072	524.328859060403	0.0	
1732001294697.54	2.0	1.9117	523.094627818172	0.0	
1732001294705.35	2.0	1.9072	524.328859060403	0.0	
1732001294713.17	2.0	1.9117	523.094627818172	0.0	
1732001294720.98	2.0	1.9072	524.328859060403	0.0	
1732001294728.79	2.0	1.9102	523.505392105539	0.0	
1732001294736.6	2.0	1.9072	524.328859060403	0.0	
1732001294744.42	2.0	1.9117	523.094627818172	0.0	
1732001294752.23	2.0	1.9102	523.505392105539	0.0	
1732001294760.04	2.0	1.9102	523.505392105539	0.0	
1732001294767.85	2.0	1.9102	523.505392105539	0.0	
1732001294775.67	2.0	1.9102	523.505392105539	0.0	
1732001294783.48	2.0	1.9102	523.505392105539	0.0	
1732001294791.29	2.0	1.9102	523.505392105539	0.0	
1732001294799.1	2.0	1.9117	523.094627818172	0.0	
1732001294806.92	2.0	1.9102	523.505392105539	0.0	
1732001294814.73	2.0	1.9132	522.684507631194	0.0	
1732001294822.54	2.0	1.9087	523.91680201184	0.0	
1732001294830.35	2.0	1.9132	522.684507631194	0.0	
1732001294838.17	2.0	1.9087	523.91680201184	0.0	
1732001294845.98	2.0	1.9132	522.684507631194	0.0	
1732001294853.79	2.0	1.9102	523.505392105539	0.0	
1732001294861.6	2.0	1.9132	522.684507631194	0.0	
1732001294869.42	2.0	1.9102	523.505392105539	0.0	
1732001294877.23	2.0	1.9132	522.684507631194	0.0	
1732001294885.04	2.0	1.9117	523.094627818172	0.0	
1732001294892.85	2.0	1.9117	523.094627818172	0.0	
1732001294900.67	2.0	1.9132	522.684507631194	0.0	
1732001294908.48	2.0	1.9117	523.094627818172	0.0	
1732001294916.29	2.0	1.9132	522.684507631194	0.0	
1732001294924.1	2.0	1.9102	523.505392105539	0.0	
1732001294931.92	2.0	1.9132	522.684507631194	0.0	
1732001294939.73	2.0	1.9102	523.505392105539	0.0	
1732001294947.54	2.0	1.9147	522.275030030814	0.0	
1732001294955.35	2.0	1.9102	523.505392105539	0.0	
1732001294963.17	2.0	1.9147	522.275030030814	0.0	
1732001294970.98	2.0	1.9117	523.094627818172	0.0	
1732001294978.79	2.0	1.9162	521.866193507984	0.0	
1732001294986.6	2.0	1.9117	523.094627818172	0.0	
1732001294994.42	2.0	1.9147	522.275030030814	0.0	
1732001295002.23	2.0	1.9132	522.684507631194	0.0	
1732001295010.04	2.0	1.9147	522.275030030814	0.0	
1732001295017.85	2.0	1.9147	522.275030030814	0.0	
1732001295025.67	2.0	1.9147	522.275030030814	0.0	
1732001295033.48	2.0	1.9162	521.866193507984	0.0	
1732001295041.29	2.0	1.9132	522.684507631194	0.0	
1732001295049.1	2.0	1.9162	521.866193507984	0.0	
