timestamp,Elapsed Time (s)
1736497148.5282233,0.07834672927856445
1736497148.6114042,0.1615276336669922
1736497148.621383,0.17150640487670898
1736497148.6411223,0.19124579429626465
1736497148.672432,0.22255539894104004
1736497148.7035468,0.25367021560668945
1736497148.7347476,0.28487110137939453
1736497148.7666667,0.3167901039123535
1736497148.7990925,0.3492159843444824
1736497148.832531,0.38265442848205566
1736497148.8627605,0.412883996963501
1736497148.8949664,0.44508981704711914
1736497148.926955,0.4770784378051758
1736497148.9802644,0.5303878784179688
1736497149.010684,0.560807466506958
1736497149.0418346,0.5919580459594727
1736497149.082025,0.6321485042572021
1736497149.1050358,0.6551592350006104
1736497149.1451397,0.695263147354126
1736497149.1721032,0.722226619720459
1736497149.1996539,0.7497773170471191
1736497149.2351043,0.7852277755737305
1736497149.263446,0.8135695457458496
1736497149.296922,0.8470454216003418
1736497149.3322055,0.882328987121582
1736497149.3754213,0.9255447387695312
1736497149.4137075,0.9638309478759766
1736497149.4405782,0.9907016754150391
1736497149.4782932,1.028416633605957
1736497149.5066893,1.0568127632141113
1736497149.54149,1.091613531112671
1736497149.5712879,1.1214113235473633
1736497149.5991762,1.1492996215820312
1736497149.635217,1.185340404510498
1736497149.6674898,1.2176132202148438
1736497149.6959665,1.2460899353027344
1736497149.7316499,1.281773328781128
1736497149.7799988,1.3301222324371338
1736497149.811313,1.361436367034912
1736497149.841037,1.391160488128662
1736497149.8750818,1.4252052307128906
1736497149.910498,1.4606213569641113
1736497149.9354372,1.485560655593872
1736497149.9717581,1.5218815803527832
1736497150.00497,1.55509352684021
1736497150.0335844,1.5837078094482422
1736497150.0638273,1.6139507293701172
1736497150.1010725,1.651196002960205
1736497150.2672603,1.8173837661743164
1736497150.2849374,1.8350608348846436
1736497150.3039966,1.8541200160980225
1736497150.3404417,1.8905651569366455
1736497150.369994,1.9201173782348633
1736497150.4039717,1.9540951251983643
1736497150.4356394,1.9857628345489502
1736497150.4664202,2.0165436267852783
1736497150.4998002,2.0499236583709717
1736497150.5314612,2.0815846920013428
1736497150.5794466,2.1295700073242188
1736497150.6079738,2.158097267150879
1736497150.6449244,2.1950478553771973
1736497150.6728985,2.223021984100342
1736497150.709003,2.2591264247894287
1736497150.736515,2.2866384983062744
1736497150.7676573,2.3177807331085205
1736497150.7996576,2.349781036376953
1736497150.8319697,2.3820931911468506
1736497150.8637369,2.413860321044922
1736497150.8955667,2.445690155029297
1736497150.9270685,2.477191925048828
1736497150.9751053,2.52522873878479
1736497151.0079355,2.558058977127075
1736497151.0399058,2.590029239654541
1736497151.0709517,2.62107515335083
1736497151.1030898,2.6532132625579834
1736497151.13505,2.685173511505127
1736497151.167057,2.7171804904937744
1736497151.1990333,2.7491567134857178
1736497151.230928,2.7810513973236084
1736497151.262845,2.8129684925079346
1736497151.2948997,2.8450231552124023
1736497151.3270664,2.877189874649048
1736497151.3758214,2.9259448051452637
1736497151.4079173,2.958040714263916
1736497151.4400392,2.9901626110076904
1736497151.4720116,3.022135019302368
1736497151.5040472,3.054170608520508
1736497151.5362,3.0863234996795654
1736497151.5684018,3.118525266647339
1736497151.5998266,3.1499500274658203
1736497151.6317666,3.1818900108337402
1736497151.6638975,3.2140209674835205
1736497151.6957781,3.245901584625244
1736497151.7277756,3.2778990268707275
1736497151.7757638,3.3258872032165527
1736497151.807792,3.3579154014587402
1736497151.8397849,3.3899083137512207
1736497151.8720808,3.4222042560577393
1736497151.903661,3.453784465789795
1736497151.9352636,3.485387086868286
1736497151.9671395,3.5172629356384277
